t,variable,AS,FC,base
1,h_NQ_17,72.3797720592496,72.3797720592496,72.3797720592496
1,P_NQ_1,0.7,0.7,0.7
1,P_NQ_2,0.692857142858587,0.692857142858587,0.692857142858587
1,P_NQ_3,0.685642886894843,0.685642886894843,0.685642886894843
1,P_NQ_4,0.678358051422124,0.678358051422124,0.678358051422124
1,P_NQ_5,0.671003525531152,0.671003525531152,0.671003525531152
1,P_NQ_6,0.663580269778295,0.663580269778295,0.663580269778295
1,P_NQ_7,0.656089317842713,0.656089317842713,0.656089317842713
1,P_NQ_8,0.648531778147114,0.648531778147114,0.648531778147114
1,P_NQ_9,0.640908835436592,0.640908835436592,0.640908835436592
1,P_NQ_10,0.633221752309686,0.633221752309686,0.633221752309686
1,P_NQ_11,0.625471870696125,0.625471870696125,0.625471870696125
1,P_NQ_12,0.617660613286794,0.617660613286794,0.617660613286794
1,P_NQ_13,0.609789484832349,0.609789484832349,0.609789484832349
1,P_NQ_14,0.601860073930956,0.601860073930956,0.601860073930956
1,P_NQ_15,0.593874052469348,0.593874052469348,0.593874052469348
1,P_NQ_16,0.585833179241072,0.585833179241072,0.585833179241072
1,P_NQ_17,0.577739299382555,0.577739299382555,0.577739299382555
1,L_NQ,5.84213178034867,5.80985609807645,5.72270562535001
1,pi_NQ,0.7,0.7,0.7
1,y,5.7344418029018,5.72677646316145,5.66297734099313
1,nbar,12.1215675243505,12.0984268209995,11.9063410875403
1,Ptot,15.5463173343719,15.5463173343719,15.5463173343719
1,Pret,6.92207189449841,6.92207189449841,6.92207189449841
1,H,797.736164321399,797.736164321399,797.736164321399
1,cCheck,0,0,0
1,A,1,1,1
1,A_Q,2,2,2
1,xpop,1,1,1
1,h_Q_1,100,100,100
1,mig_Q_2,0,0,0
1,med_Q_2,0,0,0
1,mig_Q_3,0,0,0
1,med_Q_3,0,0,0
1,mig_Q_4,0,0,0
1,med_Q_4,0,0,0
1,mig_Q_5,0,0,0
1,med_Q_5,0,0,0
1,mig_Q_6,0,0,0
1,med_Q_6,0,0,0
1,mig_Q_7,0,0,0
1,med_Q_7,0,0,0
1,mig_Q_8,0,0,0
1,med_Q_8,0,0,0
1,mig_Q_9,0,0,0
1,med_Q_9,0,0,0
1,mig_Q_10,0,0,0
1,med_Q_10,0,0,0
1,mig_Q_11,0,0,0
1,med_Q_11,0,0,0
1,mig_Q_12,0,0,0
1,med_Q_12,0,0,0
1,mig_Q_13,0,0,0
1,med_Q_13,0,0,0
1,mig_Q_14,0,0,0
1,med_Q_14,0,0,0
1,mig_Q_15,0,0,0
1,med_Q_15,0,0,0
1,mig_Q_16,0,0,0
1,med_Q_16,0,0,0
1,mig_Q_17,0,0,0
1,med_Q_17,0,0,0
1,h_NQ_1,100,100,100
1,mig_NQ_2,0,0,0
1,med_NQ_2,0,0,0
1,mig_NQ_3,0,0,0
1,med_NQ_3,0,0,0
1,mig_NQ_4,0,0,0
1,med_NQ_4,0,0,0
1,mig_NQ_5,0,0,0
1,med_NQ_5,0,0,0
1,mig_NQ_6,0,0,0
1,med_NQ_6,0,0,0
1,mig_NQ_7,0,0,0
1,med_NQ_7,0,0,0
1,mig_NQ_8,0,0,0
1,med_NQ_8,0,0,0
1,mig_NQ_9,0,0,0
1,med_NQ_9,0,0,0
1,mig_NQ_10,0,0,0
1,med_NQ_10,0,0,0
1,mig_NQ_11,0,0,0
1,med_NQ_11,0,0,0
1,mig_NQ_12,0,0,0
1,med_NQ_12,0,0,0
1,mig_NQ_13,0,0,0
1,med_NQ_13,0,0,0
1,mig_NQ_14,0,0,0
1,med_NQ_14,0,0,0
1,mig_NQ_15,0,0,0
1,med_NQ_15,0,0,0
1,mig_NQ_16,0,0,0
1,med_NQ_16,0,0,0
1,mig_NQ_17,0,0,0
1,med_NQ_17,0,0,0
2,beta_Q_2,0.989795918369411,0.989795918369411,0.989795918369411
2,beta_Q_3,0.989587671804927,0.989587671804927,0.989587671804927
2,beta_Q_4,0.989375175310705,0.989375175310705,0.989375175310705
2,beta_Q_5,0.989158342153449,0.989158342153449,0.989158342153449
2,beta_Q_6,0.988937083829804,0.988937083829804,0.988937083829804
2,beta_Q_7,0.988711310030232,0.988711310030232,0.988711310030232
2,beta_Q_8,0.988480928602147,0.988480928602147,0.988480928602147
2,beta_Q_9,0.988245845512302,0.988245845512302,0.988245845512302
2,beta_Q_10,0.988005964808288,0.988005964808288,0.988005964808288
2,beta_Q_11,0.987761188579999,0.987761188579999,0.987761188579999
2,beta_Q_12,0.987511416939282,0.987511416939282,0.987511416939282
2,beta_Q_13,0.987256547875766,0.987256547875766,0.987256547875766
2,beta_Q_14,0.986996478131181,0.986996478131181,0.986996478131181
2,beta_Q_15,0.986731099457306,0.986731099457306,0.986731099457306
2,beta_Q_16,0.986460305522961,0.986460305522961,0.986460305522961
2,beta_Q_17,0.986183985227668,0.986183985227668,0.986183985227668
2,h_Q_2,98,98,98
2,h_Q_3,96.04,96.04,96.04
2,h_Q_4,94.1192,94.1192,94.1192
2,h_Q_5,92.236816,92.236816,92.236816
2,h_Q_6,90.39207968,90.39207968,90.39207968
2,h_Q_7,88.5842380864,88.5842380864,88.5842380864
2,h_Q_8,86.812553324672,86.812553324672,86.812553324672
2,h_Q_9,85.0763022581786,85.0763022581786,85.0763022581786
2,h_Q_10,83.374776213015,83.374776213015,83.374776213015
2,h_Q_11,81.7072806887547,81.7072806887547,81.7072806887547
2,h_Q_12,80.0731350749796,80.0731350749796,80.0731350749796
2,h_Q_13,78.47167237348,78.47167237348,78.47167237348
2,h_Q_14,76.9022389260104,76.9022389260104,76.9022389260104
2,h_Q_15,75.3641941474902,75.3641941474902,75.3641941474902
2,h_Q_16,73.8569102645404,73.8569102645404,73.8569102645404
2,h_Q_17,72.3797720592496,72.3797720592496,72.3797720592496
2,P_Q_1,0.3,0.3,0.3
2,P_Q_2,0.296938775510823,0.296938775510823,0.296938775510823
2,P_Q_3,0.293846951526361,0.293846951526361,0.293846951526361
2,P_Q_4,0.29072487918091,0.29072487918091,0.29072487918091
2,P_Q_5,0.287572939513351,0.287572939513351,0.287572939513351
2,P_Q_6,0.284391544190698,0.284391544190698,0.284391544190698
2,P_Q_7,0.281181136218306,0.281181136218306,0.281181136218306
2,P_Q_8,0.277942190634478,0.277942190634478,0.277942190634478
2,P_Q_9,0.274675215187111,0.274675215187111,0.274675215187111
2,P_Q_10,0.271380750989866,0.271380750989866,0.271380750989866
2,P_Q_11,0.268059373155482,0.268059373155482,0.268059373155482
2,P_Q_12,0.264711691408626,0.264711691408626,0.264711691408626
2,P_Q_13,0.261338350642435,0.261338350642435,0.261338350642435
2,P_Q_14,0.257940031684695,0.257940031684695,0.257940031684695
2,P_Q_15,0.254517451058292,0.254517451058292,0.254517451058292
2,P_Q_16,0.251071362531888,0.251071362531888,0.251071362531888
2,P_Q_17,0.247602556878238,0.247602556878238,0.247602556878238
2,L_Q,3.29869427196192,3.30363996315511,3.24847433142102
2,pi_Q,0.3,0.3,0.3
2,beta_NQ_2,0.989795918369411,0.989795918369411,0.989795918369411
2,beta_NQ_3,0.989587671804927,0.989587671804927,0.989587671804927
2,beta_NQ_4,0.989375175310705,0.989375175310705,0.989375175310705
2,beta_NQ_5,0.989158342153449,0.989158342153449,0.989158342153449
2,beta_NQ_6,0.988937083829804,0.988937083829804,0.988937083829804
2,beta_NQ_7,0.988711310030232,0.988711310030232,0.988711310030232
2,beta_NQ_8,0.988480928602147,0.988480928602147,0.988480928602147
2,beta_NQ_9,0.988245845512302,0.988245845512302,0.988245845512302
2,beta_NQ_10,0.988005964808288,0.988005964808288,0.988005964808288
2,beta_NQ_11,0.987761188579999,0.987761188579999,0.987761188579999
2,beta_NQ_12,0.987511416939282,0.987511416939282,0.987511416939282
2,beta_NQ_13,0.987256547875766,0.987256547875766,0.987256547875766
2,beta_NQ_14,0.986996478131181,0.986996478131181,0.986996478131181
2,beta_NQ_15,0.986731099457306,0.986731099457306,0.986731099457306
2,beta_NQ_16,0.986460305522961,0.986460305522961,0.986460305522961
2,beta_NQ_17,0.986183985227668,0.986183985227668,0.986183985227668
2,h_NQ_2,98,98,98
2,h_NQ_3,96.04,96.04,96.04
2,h_NQ_4,94.1192,94.1192,94.1192
2,h_NQ_5,92.236816,92.236816,92.236816
2,h_NQ_6,90.39207968,90.39207968,90.39207968
2,h_NQ_7,88.5842380864,88.5842380864,88.5842380864
2,h_NQ_8,86.812553324672,86.812553324672,86.812553324672
2,h_NQ_9,85.0763022581786,85.0763022581786,85.0763022581786
2,h_NQ_10,83.374776213015,83.374776213015,83.374776213015
2,h_NQ_11,81.7072806887547,81.7072806887547,81.7072806887547
2,h_NQ_12,80.0731350749796,80.0731350749796,80.0731350749796
2,h_NQ_13,78.47167237348,78.47167237348,78.47167237348
2,h_NQ_14,76.9022389260104,76.9022389260104,76.9022389260104
2,h_NQ_15,75.3641941474902,75.3641941474902,75.3641941474902
2,h_NQ_16,73.8569102645404,73.8569102645404,73.8569102645404
2,h_NQ_17,72.3797720592496,72.3797720592496,72.3797720592496
2,P_NQ_1,0.7,0.7,0.7
2,P_NQ_2,0.692857142858587,0.692857142858587,0.692857142858587
2,P_NQ_3,0.685642886894843,0.685642886894843,0.685642886894843
2,P_NQ_4,0.678358051422124,0.678358051422124,0.678358051422124
2,P_NQ_5,0.671003525531152,0.671003525531152,0.671003525531152
2,P_NQ_6,0.663580269778295,0.663580269778295,0.663580269778295
2,P_NQ_7,0.656089317842713,0.656089317842713,0.656089317842713
2,P_NQ_8,0.648531778147114,0.648531778147114,0.648531778147114
2,P_NQ_9,0.640908835436592,0.640908835436592,0.640908835436592
2,P_NQ_10,0.633221752309686,0.633221752309686,0.633221752309686
2,P_NQ_11,0.625471870696125,0.625471870696125,0.625471870696125
2,P_NQ_12,0.617660613286794,0.617660613286794,0.617660613286794
2,P_NQ_13,0.609789484832349,0.609789484832349,0.609789484832349
2,P_NQ_14,0.601860073930956,0.601860073930956,0.601860073930956
2,P_NQ_15,0.593874052469348,0.593874052469348,0.593874052469348
2,P_NQ_16,0.585833179241072,0.585833179241072,0.585833179241072
2,P_NQ_17,0.577739299382555,0.577739299382555,0.577739299382555
2,L_NQ,5.84213178034867,5.80985609807645,5.72270562535001
2,pi_NQ,0.7,0.7,0.7
2,y,5.7344418029018,5.72677646316145,5.66297734099313
2,nbar,12.1215675243505,12.0984268209995,11.9063410875403
2,Ptot,15.5463173343719,15.5463173343719,15.5463173343719
2,Pret,6.92207189449841,6.92207189449841,6.92207189449841
2,H,797.736164321399,797.736164321399,797.736164321399
2,cCheck,0,0,0
2,A,1,1,1
2,A_Q,2,2,2
2,xpop,1,1,1
2,h_Q_1,100,100,100
2,mig_Q_2,0,0,0
2,med_Q_2,0,0,0
2,mig_Q_3,0,0,0
2,med_Q_3,0,0,0
2,mig_Q_4,0,0,0
2,med_Q_4,0,0,0
2,mig_Q_5,0,0,0
2,med_Q_5,0,0,0
2,mig_Q_6,0,0,0
2,med_Q_6,0,0,0
2,mig_Q_7,0,0,0
2,med_Q_7,0,0,0
2,mig_Q_8,0,0,0
2,med_Q_8,0,0,0
2,mig_Q_9,0,0,0
2,med_Q_9,0,0,0
2,mig_Q_10,0,0,0
2,med_Q_10,0,0,0
2,mig_Q_11,0,0,0
2,med_Q_11,0,0,0
2,mig_Q_12,0,0,0
2,med_Q_12,0,0,0
2,mig_Q_13,0,0,0
2,med_Q_13,0,0,0
2,mig_Q_14,0,0,0
2,med_Q_14,0,0,0
2,mig_Q_15,0,0,0
2,med_Q_15,0,0,0
2,mig_Q_16,0,0,0
2,med_Q_16,0,0,0
2,mig_Q_17,0,0,0
2,med_Q_17,0,0,0
2,h_NQ_1,100,100,100
2,mig_NQ_2,0,0,0
2,med_NQ_2,0,0,0
2,mig_NQ_3,0,0,0
2,med_NQ_3,0,0,0
2,mig_NQ_4,0,0,0
2,med_NQ_4,0,0,0
2,mig_NQ_5,0,0,0
2,med_NQ_5,0,0,0
2,mig_NQ_6,0,0,0
2,med_NQ_6,0,0,0
2,mig_NQ_7,0,0,0
2,med_NQ_7,0,0,0
2,mig_NQ_8,0,0,0
2,med_NQ_8,0,0,0
2,mig_NQ_9,0,0,0
2,med_NQ_9,0,0,0
2,mig_NQ_10,0,0,0
2,med_NQ_10,0,0,0
2,mig_NQ_11,0,0,0
2,med_NQ_11,0,0,0
2,mig_NQ_12,0,0,0
2,med_NQ_12,0,0,0
2,mig_NQ_13,0,0,0
2,med_NQ_13,0,0,0
2,mig_NQ_14,0,0,0
2,med_NQ_14,0,0,0
2,mig_NQ_15,0,0,0
2,med_NQ_15,0,0,0
2,mig_NQ_16,0,0,0
2,med_NQ_16,0,0,0
2,mig_NQ_17,0,0,0
2,med_NQ_17,0,0,0
3,beta_Q_2,0.989795918369411,0.989795918369411,0.989795918369411
3,beta_Q_3,0.989587671804927,0.989587671804927,0.989587671804927
3,beta_Q_4,0.989375175310705,0.989375175310705,0.989375175310705
3,beta_Q_5,0.989158342153449,0.989158342153449,0.989158342153449
3,beta_Q_6,0.988937083829804,0.988937083829804,0.988937083829804
3,beta_Q_7,0.988711310030232,0.988711310030232,0.988711310030232
3,beta_Q_8,0.988480928602147,0.988480928602147,0.988480928602147
3,beta_Q_9,0.988245845512302,0.988245845512302,0.988245845512302
3,beta_Q_10,0.988005964808288,0.988005964808288,0.988005964808288
3,beta_Q_11,0.987761188579999,0.987761188579999,0.987761188579999
3,beta_Q_12,0.987511416939282,0.987511416939282,0.987511416939282
3,beta_Q_13,0.987256547875766,0.987256547875766,0.987256547875766
3,beta_Q_14,0.986996478131181,0.986996478131181,0.986996478131181
3,beta_Q_15,0.986731099457306,0.986731099457306,0.986731099457306
3,beta_Q_16,0.986460305522961,0.986460305522961,0.986460305522961
3,beta_Q_17,0.986183985227668,0.986183985227668,0.986183985227668
3,h_Q_2,98,98,98
3,h_Q_3,96.04,96.04,96.04
3,h_Q_4,94.1192,94.1192,94.1192
3,h_Q_5,92.236816,92.236816,92.236816
3,h_Q_6,90.39207968,90.39207968,90.39207968
3,h_Q_7,88.5842380864,88.5842380864,88.5842380864
3,h_Q_8,86.812553324672,86.812553324672,86.812553324672
3,h_Q_9,85.0763022581786,85.0763022581786,85.0763022581786
3,h_Q_10,83.374776213015,83.374776213015,83.374776213015
3,h_Q_11,81.7072806887547,81.7072806887547,81.7072806887547
3,h_Q_12,80.0731350749796,80.0731350749796,80.0731350749796
3,h_Q_13,78.47167237348,78.47167237348,78.47167237348
3,h_Q_14,76.9022389260104,76.9022389260104,76.9022389260104
3,h_Q_15,75.3641941474902,75.3641941474902,75.3641941474902
3,h_Q_16,73.8569102645404,73.8569102645404,73.8569102645404
3,h_Q_17,72.3797720592496,72.3797720592496,72.3797720592496
3,P_Q_1,0.3,0.3,0.3
3,P_Q_2,0.296938775510823,0.296938775510823,0.296938775510823
3,P_Q_3,0.293846951526361,0.293846951526361,0.293846951526361
3,P_Q_4,0.29072487918091,0.29072487918091,0.29072487918091
3,P_Q_5,0.287572939513351,0.287572939513351,0.287572939513351
3,P_Q_6,0.284391544190698,0.284391544190698,0.284391544190698
3,P_Q_7,0.281181136218306,0.281181136218306,0.281181136218306
3,P_Q_8,0.277942190634478,0.277942190634478,0.277942190634478
3,P_Q_9,0.274675215187111,0.274675215187111,0.274675215187111
3,P_Q_10,0.271380750989866,0.271380750989866,0.271380750989866
3,P_Q_11,0.268059373155482,0.268059373155482,0.268059373155482
3,P_Q_12,0.264711691408626,0.264711691408626,0.264711691408626
3,P_Q_13,0.261338350642435,0.261338350642435,0.261338350642435
3,P_Q_14,0.257940031684695,0.257940031684695,0.257940031684695
3,P_Q_15,0.254517451058292,0.254517451058292,0.254517451058292
3,P_Q_16,0.251071362531888,0.251071362531888,0.251071362531888
3,P_Q_17,0.247602556878238,0.247602556878238,0.247602556878238
3,L_Q,3.29869427196192,3.30363996315511,3.24847433142102
3,pi_Q,0.3,0.3,0.3
3,beta_NQ_2,0.989795918369411,0.989795918369411,0.989795918369411
3,beta_NQ_3,0.989587671804927,0.989587671804927,0.989587671804927
3,beta_NQ_4,0.989375175310705,0.989375175310705,0.989375175310705
3,beta_NQ_5,0.989158342153449,0.989158342153449,0.989158342153449
3,beta_NQ_6,0.988937083829804,0.988937083829804,0.988937083829804
3,beta_NQ_7,0.988711310030232,0.988711310030232,0.988711310030232
3,beta_NQ_8,0.988480928602147,0.988480928602147,0.988480928602147
3,beta_NQ_9,0.988245845512302,0.988245845512302,0.988245845512302
3,beta_NQ_10,0.988005964808288,0.988005964808288,0.988005964808288
3,beta_NQ_11,0.987761188579999,0.987761188579999,0.987761188579999
3,beta_NQ_12,0.987511416939282,0.987511416939282,0.987511416939282
3,beta_NQ_13,0.987256547875766,0.987256547875766,0.987256547875766
3,beta_NQ_14,0.986996478131181,0.986996478131181,0.986996478131181
3,beta_NQ_15,0.986731099457306,0.986731099457306,0.986731099457306
3,beta_NQ_16,0.986460305522961,0.986460305522961,0.986460305522961
3,beta_NQ_17,0.986183985227668,0.986183985227668,0.986183985227668
3,h_NQ_2,98,98,98
3,h_NQ_3,96.04,96.04,96.04
3,h_NQ_4,94.1192,94.1192,94.1192
3,h_NQ_5,92.236816,92.236816,92.236816
3,h_NQ_6,90.39207968,90.39207968,90.39207968
3,h_NQ_7,88.5842380864,88.5842380864,88.5842380864
3,h_NQ_8,86.812553324672,86.812553324672,86.812553324672
3,h_NQ_9,85.0763022581786,85.0763022581786,85.0763022581786
3,h_NQ_10,83.374776213015,83.374776213015,83.374776213015
3,h_NQ_11,81.7072806887547,81.7072806887547,81.7072806887547
3,h_NQ_12,80.0731350749796,80.0731350749796,80.0731350749796
3,h_NQ_13,78.47167237348,78.47167237348,78.47167237348
3,h_NQ_14,76.9022389260104,76.9022389260104,76.9022389260104
3,h_NQ_15,75.3641941474902,75.3641941474902,75.3641941474902
3,h_NQ_16,73.8569102645404,73.8569102645404,73.8569102645404
3,h_NQ_17,72.3797720592496,72.3797720592496,72.3797720592496
3,P_NQ_1,0.7,0.7,0.7
3,P_NQ_2,0.692857142858587,0.692857142858587,0.692857142858587
3,P_NQ_3,0.685642886894843,0.685642886894843,0.685642886894843
3,P_NQ_4,0.678358051422124,0.678358051422124,0.678358051422124
3,P_NQ_5,0.671003525531152,0.671003525531152,0.671003525531152
3,P_NQ_6,0.663580269778295,0.663580269778295,0.663580269778295
3,P_NQ_7,0.656089317842713,0.656089317842713,0.656089317842713
3,P_NQ_8,0.648531778147114,0.648531778147114,0.648531778147114
3,P_NQ_9,0.640908835436592,0.640908835436592,0.640908835436592
3,P_NQ_10,0.633221752309686,0.633221752309686,0.633221752309686
3,P_NQ_11,0.625471870696125,0.625471870696125,0.625471870696125
3,P_NQ_12,0.617660613286794,0.617660613286794,0.617660613286794
3,P_NQ_13,0.609789484832349,0.609789484832349,0.609789484832349
3,P_NQ_14,0.601860073930956,0.601860073930956,0.601860073930956
3,P_NQ_15,0.593874052469348,0.593874052469348,0.593874052469348
3,P_NQ_16,0.585833179241072,0.585833179241072,0.585833179241072
3,P_NQ_17,0.577739299382555,0.577739299382555,0.577739299382555
3,L_NQ,5.84213178034867,5.80985609807645,5.72270562535001
3,pi_NQ,0.7,0.7,0.7
3,y,5.7344418029018,5.72677646316145,5.66297734099313
3,nbar,12.1215675243505,12.0984268209995,11.9063410875403
3,Ptot,15.5463173343719,15.5463173343719,15.5463173343719
3,Pret,6.92207189449841,6.92207189449841,6.92207189449841
3,H,797.736164321399,797.736164321399,797.736164321399
3,cCheck,0,0,0
3,A,1,1,1
3,A_Q,2,2,2
3,xpop,1,1,1
3,h_Q_1,100,100,100
3,mig_Q_2,0,0,0
3,med_Q_2,0,0,0
3,mig_Q_3,0,0,0
3,med_Q_3,0,0,0
3,mig_Q_4,0,0,0
3,med_Q_4,0,0,0
3,mig_Q_5,0,0,0
3,med_Q_5,0,0,0
3,mig_Q_6,0,0,0
3,med_Q_6,0,0,0
3,mig_Q_7,0,0,0
3,med_Q_7,0,0,0
3,mig_Q_8,0,0,0
3,med_Q_8,0,0,0
3,mig_Q_9,0,0,0
3,med_Q_9,0,0,0
3,mig_Q_10,0,0,0
3,med_Q_10,0,0,0
3,mig_Q_11,0,0,0
3,med_Q_11,0,0,0
3,mig_Q_12,0,0,0
3,med_Q_12,0,0,0
3,mig_Q_13,0,0,0
3,med_Q_13,0,0,0
3,mig_Q_14,0,0,0
3,med_Q_14,0,0,0
3,mig_Q_15,0,0,0
3,med_Q_15,0,0,0
3,mig_Q_16,0,0,0
3,med_Q_16,0,0,0
3,mig_Q_17,0,0,0
3,med_Q_17,0,0,0
3,h_NQ_1,100,100,100
3,mig_NQ_2,0,0,0
3,med_NQ_2,0,0,0
3,mig_NQ_3,0,0,0
3,med_NQ_3,0,0,0
3,mig_NQ_4,0,0,0
3,med_NQ_4,0,0,0
3,mig_NQ_5,0,0,0
3,med_NQ_5,0,0,0
3,mig_NQ_6,0,0,0
3,med_NQ_6,0,0,0
3,mig_NQ_7,0,0,0
3,med_NQ_7,0,0,0
3,mig_NQ_8,0,0,0
3,med_NQ_8,0,0,0
3,mig_NQ_9,0,0,0
3,med_NQ_9,0,0,0
3,mig_NQ_10,0,0,0
3,med_NQ_10,0,0,0
3,mig_NQ_11,0,0,0
3,med_NQ_11,0,0,0
3,mig_NQ_12,0,0,0
3,med_NQ_12,0,0,0
3,mig_NQ_13,0,0,0
3,med_NQ_13,0,0,0
3,mig_NQ_14,0,0,0
3,med_NQ_14,0,0,0
3,mig_NQ_15,0,0,0
3,med_NQ_15,0,0,0
3,mig_NQ_16,0,0,0
3,med_NQ_16,0,0,0
3,mig_NQ_17,0,0,0
3,med_NQ_17,0,0,0
4,beta_Q_2,0.989795918369411,0.989795918369411,0.989795918369411
4,beta_Q_3,0.989587671804927,0.989587671804927,0.989587671804927
4,beta_Q_4,0.989375175310705,0.989375175310705,0.989375175310705
4,beta_Q_5,0.989158342153449,0.989158342153449,0.989158342153449
4,beta_Q_6,0.988937083829804,0.988937083829804,0.988937083829804
4,beta_Q_7,0.988711310030232,0.988711310030232,0.988711310030232
4,beta_Q_8,0.988480928602147,0.988480928602147,0.988480928602147
4,beta_Q_9,0.988245845512302,0.988245845512302,0.988245845512302
4,beta_Q_10,0.988005964808288,0.988005964808288,0.988005964808288
4,beta_Q_11,0.987761188579999,0.987761188579999,0.987761188579999
4,beta_Q_12,0.987511416939282,0.987511416939282,0.987511416939282
4,beta_Q_13,0.987256547875766,0.987256547875766,0.987256547875766
4,beta_Q_14,0.986996478131181,0.986996478131181,0.986996478131181
