201110	15190.3	102.865	2978.3	10316.8	2365.0	103.422	1902.9	0.01	-6.97			
201201	15291.0	103.687	2963.7	10379.0	2366.8	105.823	1971.5	0.07	9.95			
201204	15362.4	103.749	2949.4	10396.6	2355.9	106.454	2016.2	0.09	8.73			
201207	15380.8	104.225	2940.9	10424.1	2360.0	106.524	2011.7	0.10	0.15			
201210	15384.3	104.857	2912.3	10453.2	2347.4	109.256	2031.2	0.09	7.96			
201301	15457.2	105.328	2878.8	10518.2	2322.8	106.648	2052.1	0.09	5.15			
201304	15500.2	105.611	2864.1	10554.3	2310.5	108.289	2064.6	0.05	8.29			
201307	15614.4	106.163	2848.1	10598.9	2293.0	108.528	2085.9	0.03	8.38			
201310	15761.5	106.599	2828.5	10690.4	2277.5	109.140	2134.5	0.06	5.15			
201401	15724.9	107.219	2828.4	10724.7	2288.2	110.613	2181.9	0.05	8.01			
201404	15901.5	107.882	2836.5	10826.3	2286.6	110.400	2211.7	0.03	4.31			
201407	16068.8	108.507	2849.2	10918.6	2300.2	111.276	2267.0	0.03	7.86			
201410	16151.4	109.806	2839.0	11033.3	2285.3	112.199	2274.1	0.02	0.15			
201501	16177.3	110.244	2838.5	11081.2	2294.7	112.612	2280.7	0.03	6.75			
201504	16333.6	110.634	2856.9	11178.9	2297.5	113.116	2297.9	0.02	5.32			
