mod,def,variable,value
age_65,0.12,P_NQ_13,0.411846903562464
age_65,0.12,P_NQ_14,0.376910420187255
age_65,0.12,P_NQ_15,0.342477036970122
age_65,0.12,P_NQ_16,0.308980247933647
age_65,0.12,P_NQ_17,0.276807214744757
age_65,0.12,welf_NQ_1,-20.9735185578201
age_65,0.12,welf_NQ_2,-19.0197195944466
age_65,0.12,welf_NQ_3,-17.2149008480084
age_65,0.12,welf_NQ_4,-15.5423892200221
age_65,0.12,welf_NQ_5,-13.9870407453034
age_65,0.12,welf_NQ_6,-12.5353856875786
age_65,0.12,welf_NQ_7,-11.1751220290468
age_65,0.12,welf_NQ_8,-9.89401160029588
age_65,0.12,welf_NQ_9,-8.67864148831157
age_65,0.12,welf_NQ_10,-7.51354415749471
age_65,0.12,welf_NQ_11,-6.6407223676695
age_65,0.12,welf_NQ_12,-5.77190672946605
age_65,0.12,welf_NQ_13,-4.91032461560958
age_65,0.12,welf_NQ_14,-4.03842165664193
age_65,0.12,welf_NQ_15,-3.13669808611366
age_65,0.12,welf_NQ_16,-2.18220334256951
age_65,0.12,welf_NQ_17,-1.14759143957537
age_65,0.12,a_NQ_1,1.05400434904125
age_65,0.12,a_NQ_2,1.05800055911113
age_65,0.12,a_NQ_3,1.07011129532395
age_65,0.12,a_NQ_4,1.08423492841677
age_65,0.12,a_NQ_5,1.09081360563541
age_65,0.12,a_NQ_6,1.08105604583906
age_65,0.12,a_NQ_7,1.05211924470019
age_65,0.12,a_NQ_8,1.00891688205392
age_65,0.12,a_NQ_9,0.961118745994185
age_65,0.12,a_NQ_10,0.9177920057176
age_65,0.12,ih_NQ_1,0.00790130456033505
age_65,0.12,ih_NQ_2,0.0089810441278814
age_65,0.12,ih_NQ_3,0.0108133878212412
age_65,0.12,ih_NQ_4,0.0124288023243589
age_65,0.12,ih_NQ_5,0.0149022308048863
age_65,0.12,ih_NQ_6,0.0176105794991915
age_65,0.12,ih_NQ_7,0.0209978757267788
age_65,0.12,ih_NQ_8,0.0255926368776642
age_65,0.12,ih_NQ_9,0.0316262958919974
age_65,0.12,ih_NQ_10,0.0385078286678708
age_65,0.12,ih_NQ_11,0.0488418438471994
age_65,0.12,ih_NQ_12,0.0629237345604269
age_65,0.12,ih_NQ_13,0.0816963488081581
age_65,0.12,ih_NQ_14,0.105166131925049
age_65,0.12,ih_NQ_15,0.115739762653917
age_65,0.12,ih_NQ_16,0.128287200358033
age_65,0.12,ih_NQ_17,0.1431978968102
age_65,0.12,L_NQ,6.03470362780249
age_65,0.12,MPL_NQ,0.283940165701221
age_65,0.12,penind_NQ,0.167784775091257
age_65,0.12,pi_NQ,0.7
age_65,0.12,Psc_NQ,6.26108359093759
age_65,0.12,y,4.10729773182846
age_65,0.12,c,3.02152516036074
age_65,0.12,I,0.0759556286831782
age_65,0.12,Ih,0.50930491874673
age_65,0.12,g,0.410729773182847
age_65,0.12,r,0.30444977177088
age_65,0.12,kbar,3.7977814341589
age_65,0.12,nbar,4.24755342760961
age_65,0.12,Ptot,12.723141655411
age_65,0.12,Pret,3.77873652550017
age_65,0.12,Tw,1.11645508808709
age_65,0.12,Deped,0.0897822508549736
age_65,0.12,rd,0.30444977177088
age_65,0.12,H,92.5797748674019
age_65,0.12,R,0.32444977177088
age_65,0.12,beq,0.0289243672901429
age_65,0.12,Tc,0.303940032155306
age_65,0.12,Tk,0.439480857305646
age_65,0.12,penbase,2.148338132718
age_65,0.12,retire,0.492875727819416
age_65,0.12,Def,-0.375139757115069
age_65,0.12,D,1.23218931954854
age_65,0.12,lambc,2.835621905771
age_65,0.12,Retirepart,33.1961813173579
age_65,0.12,Edpart,4.83761355690733
age_65,0.12,Gpart,27.6634844311316
age_65,0.12,Ihpart,34.3027206946032
age_65,0.12,Defratio,-0.091334931531264
age_65,0.12,Dratio,0.3
age_65,0.12,Gratio,0.1
age_65,0.12,Ihratio,0.124
age_65,0.12,Penratio,0.12
age_65,0.12,Edratio,0.0174873616118411
age_65,0.12,Tkratio,0.107
age_65,0.12,Tcratio,0.074
age_65,0.12,Twratio,0.271822293143105
age_65,0.12,rhop,0.665576139707788
age_65,0.12,tauw,0.388317561633007
age_65,0.12,tauk,0.286984770361032
age_65,0.12,tauc,0.100591593987925
age_65,0.12,v,0.8
age_65,0.12,A,1
age_65,0.12,tauf,0
age_65,0.12,xpop,1
age_65,0.12,h_Q_1,100
age_65,0.12,mig_Q_2,0
age_65,0.12,med_Q_2,0
age_65,0.12,pi_ss,0
age_65,0.12,mig_Q_3,0
age_65,0.12,med_Q_3,0
age_65,0.12,mig_Q_4,0
age_65,0.12,med_Q_4,0
age_65,0.12,mig_Q_5,0
age_65,0.12,med_Q_5,0
age_65,0.12,mig_Q_6,0
age_65,0.12,med_Q_6,0
age_65,0.12,mig_Q_7,0
age_65,0.12,med_Q_7,0
age_65,0.12,mig_Q_8,0
age_65,0.12,med_Q_8,0
age_65,0.12,mig_Q_9,0
age_65,0.12,med_Q_9,0
age_65,0.12,mig_Q_10,0
age_65,0.12,med_Q_10,0
age_65,0.12,mig_Q_11,0
age_65,0.12,med_Q_11,0
age_65,0.12,mig_Q_12,0
age_65,0.12,med_Q_12,0
age_65,0.12,mig_Q_13,0
age_65,0.12,med_Q_13,0
age_65,0.12,mig_Q_14,0
age_65,0.12,med_Q_14,0
age_65,0.12,mig_Q_15,0
age_65,0.12,med_Q_15,0
age_65,0.12,mig_Q_16,0
age_65,0.12,med_Q_16,0
age_65,0.12,mig_Q_17,0
age_65,0.12,med_Q_17,0
age_65,0.12,h_NQ_1,100
age_65,0.12,mig_NQ_2,0
age_65,0.12,med_NQ_2,0
age_65,0.12,mig_NQ_3,0
age_65,0.12,med_NQ_3,0
age_65,0.12,mig_NQ_4,0
age_65,0.12,med_NQ_4,0
age_65,0.12,mig_NQ_5,0
age_65,0.12,med_NQ_5,0
age_65,0.12,mig_NQ_6,0
age_65,0.12,med_NQ_6,0
age_65,0.12,mig_NQ_7,0
age_65,0.12,med_NQ_7,0
age_65,0.12,mig_NQ_8,0
age_65,0.12,med_NQ_8,0
age_65,0.12,mig_NQ_9,0
age_65,0.12,med_NQ_9,0
age_65,0.12,mig_NQ_10,0
age_65,0.12,med_NQ_10,0
age_65,0.12,mig_NQ_11,0
age_65,0.12,med_NQ_11,0
age_65,0.12,mig_NQ_12,0
age_65,0.12,med_NQ_12,0
age_65,0.12,mig_NQ_13,0
age_65,0.12,med_NQ_13,0
age_65,0.12,mig_NQ_14,0
age_65,0.12,med_NQ_14,0
age_65,0.12,mig_NQ_15,0
age_65,0.12,med_NQ_15,0
age_65,0.12,mig_NQ_16,0
age_65,0.12,med_NQ_16,0
age_65,0.12,mig_NQ_17,0
age_65,0.12,med_NQ_17,0
age_70,0.1,k_Q_1,0
age_70,0.1,k_Q_2,-0.198707292959577
age_70,0.1,k_Q_3,-0.087696704383096
age_70,0.1,k_Q_4,0.0274878907470842
age_70,0.1,k_Q_5,0.146818706669755
age_70,0.1,k_Q_6,0.267891275033572
age_70,0.1,k_Q_7,0.385636763877772
age_70,0.1,k_Q_8,0.493307484349907
age_70,0.1,k_Q_9,0.584131590993446
age_70,0.1,k_Q_10,0.652545127466118
age_70,0.1,k_Q_11,0.772048880116668
age_70,0.1,k_Q_12,0.880336026713525
age_70,0.1,k_Q_13,0.850300088270027
age_70,0.1,k_Q_14,0.78496930141212
age_70,0.1,k_Q_15,0.676940514867224
age_70,0.1,k_Q_16,0.517437866346973
age_70,0.1,k_Q_17,0.295986803707657
age_70,0.1,c_Q_1,0.15453747066104
age_70,0.1,c_Q_2,0.172294412196149
age_70,0.1,c_Q_3,0.19139293457308
age_70,0.1,c_Q_4,0.211804984219417
age_70,0.1,c_Q_5,0.233474648092289
age_70,0.1,c_Q_6,0.256314872241694
age_70,0.1,c_Q_7,0.280205097677904
age_70,0.1,c_Q_8,0.304990240707942
age_70,0.1,c_Q_9,0.330481172077512
age_70,0.1,c_Q_10,0.356455833987889
age_70,0.1,c_Q_11,0.382667596670585
age_70,0.1,c_Q_12,0.408855266661763
age_70,0.1,c_Q_13,0.434758351066189
age_70,0.1,c_Q_14,0.460133721668885
age_70,0.1,c_Q_15,0.484706993229299
age_70,0.1,c_Q_16,0.508217838865086
age_70,0.1,c_Q_17,0.530433049339181
age_70,0.1,lab_Q_1,0
age_70,0.1,lab_Q_2,0.938690177484781
age_70,0.1,lab_Q_3,0.932886192656053
age_70,0.1,lab_Q_4,0.927001804644206
age_70,0.1,lab_Q_5,0.920736705379768
age_70,0.1,lab_Q_6,0.913706396305635
age_70,0.1,lab_Q_7,0.905651519893918
age_70,0.1,lab_Q_8,0.89661710779559
age_70,0.1,lab_Q_9,0.887005419703869
age_70,0.1,lab_Q_10,1.14428192548085
age_70,0.1,lab_Q_11,1.14943727187903
age_70,0.1,w_Q_1,0
age_70,0.1,w_Q_2,0.526235092111751
age_70,0.1,w_Q_3,0.529638355388975
age_70,0.1,w_Q_4,0.533931662317741
age_70,0.1,w_Q_5,0.535164239369339
age_70,0.1,w_Q_6,0.529692805483032
age_70,0.1,w_Q_7,0.516343445475975
age_70,0.1,w_Q_8,0.497163671751962
age_70,0.1,w_Q_9,0.476176444665293
age_70,0.1,w_Q_10,0.457149204466998
age_70,0.1,w_Q_11,0.442254259506008
age_70,0.1,beta_Q_2,0.989742332061977
age_70,0.1,beta_Q_3,0.984346767167447
age_70,0.1,beta_Q_4,0.978771844508144
age_70,0.1,beta_Q_5,0.973019148239691
age_70,0.1,beta_Q_6,0.967090620691292
age_70,0.1,beta_Q_7,0.960991165453552
age_70,0.1,beta_Q_8,0.954730776051208
age_70,0.1,beta_Q_9,0.948325056613229
age_70,0.1,beta_Q_10,0.941791060026408
age_70,0.1,beta_Q_11,0.935168778344801
age_70,0.1,beta_Q_12,0.928512848661147
age_70,0.1,beta_Q_13,0.921899460845711
age_70,0.1,beta_Q_14,0.915419692263757
age_70,0.1,beta_Q_15,0.908989551483934
age_70,0.1,beta_Q_16,0.902655401812522
age_70,0.1,beta_Q_17,0.896472686308352
age_70,0.1,h_Q_2,98.0964732705427
age_70,0.1,h_Q_3,96.2507007272884
age_70,0.1,h_Q_4,94.4591974387255
age_70,0.1,h_Q_5,92.7300951399986
age_70,0.1,h_Q_6,91.0646693667693
age_70,0.1,h_Q_7,89.4689392555947
age_70,0.1,h_Q_8,87.954479465639
age_70,0.1,h_Q_9,86.5351159003644
age_70,0.1,h_Q_10,85.2180430170239
age_70,0.1,h_Q_11,84.0382759659372
age_70,0.1,h_Q_12,83.0332742117753
age_70,0.1,h_Q_13,82.2498203271095
age_70,0.1,h_Q_14,81.7337349277683
age_70,0.1,h_Q_15,81.3410008052714
age_70,0.1,h_Q_16,81.0900553184321
age_70,0.1,h_Q_17,81.0030187958368
age_70,0.1,lamda_Q_1,14.9605004837365
age_70,0.1,lamda_Q_2,12.7083753374277
age_70,0.1,lamda_Q_3,10.8544536908697
age_70,0.1,lamda_Q_4,9.3237916155239
age_70,0.1,lamda_Q_5,8.05632964206583
age_70,0.1,lamda_Q_6,7.00383833562043
age_70,0.1,lamda_Q_7,6.12749230070192
age_70,0.1,lamda_Q_8,5.39594989317058
age_70,0.1,lamda_Q_9,4.78384102480863
age_70,0.1,lamda_Q_10,4.27059346980172
age_70,0.1,lamda_Q_11,3.83940820794182
age_70,0.1,lamda_Q_12,3.47650155117975
age_70,0.1,lamda_Q_13,3.17047930600538
age_70,0.1,lamda_Q_14,2.9118615956211
age_70,0.1,lamda_Q_15,2.69325759810615
age_70,0.1,lamda_Q_16,2.5085453956679
age_70,0.1,lamda_Q_17,2.35261552660127
age_70,0.1,pen_Q_12,0.189937638970925
age_70,0.1,pen_Q_13,0.189937638970925
age_70,0.1,pen_Q_14,0.189937638970925
age_70,0.1,pen_Q_15,0.189937638970925
age_70,0.1,pen_Q_16,0.189937638970925
age_70,0.1,pen_Q_17,0.189937638970925
age_70,0.1,P_Q_1,0.3
age_70,0.1,P_Q_2,0.296922699618593
age_70,0.1,P_Q_3,0.292274899468193
age_70,0.1,P_Q_4,0.286070442455916
age_70,0.1,P_Q_5,0.278352018255006
age_70,0.1,P_Q_6,0.269191626104908
age_70,0.1,P_Q_7,0.258690774500892
age_70,0.1,P_Q_8,0.246980043896525
age_70,0.1,P_Q_9,0.23421736411051
age_70,0.1,P_Q_10,0.220583819622228
age_70,0.1,P_Q_11,0.206283101118749
age_70,0.1,P_Q_12,0.191536509850425
age_70,0.1,P_Q_13,0.176577405163376
age_70,0.1,P_Q_14,0.161642433895391
age_70,0.1,P_Q_15,0.146931283487342
age_70,0.1,P_Q_16,0.132628316735097
age_70,0.1,P_Q_17,0.118897663384067
age_70,0.1,welf_Q_1,-20.2362031096747
age_70,0.1,welf_Q_2,-16.0596503695734
age_70,0.1,welf_Q_3,-14.3856881200371
age_70,0.1,welf_Q_4,-12.8415224509811
age_70,0.1,welf_Q_5,-11.4123091677804
age_70,0.1,welf_Q_6,-10.0848316439666
age_70,0.1,welf_Q_7,-8.84707256652114
age_70,0.1,welf_Q_8,-7.68722516467443
age_70,0.1,welf_Q_9,-6.59256131828619
age_70,0.1,welf_Q_10,-5.54861930915008
age_70,0.1,welf_Q_11,-4.82985557533452
age_70,0.1,welf_Q_12,-4.15042156076704
age_70,0.1,welf_Q_13,-3.48454427521786
age_70,0.1,welf_Q_14,-2.82849177505033
age_70,0.1,welf_Q_15,-2.16877686283961
age_70,0.1,welf_Q_16,-1.489952376843
age_70,0.1,welf_Q_17,-0.774061531834527
age_70,0.1,a_Q_1,1.27786847123189
age_70,0.1,a_Q_2,1.27782408774767
age_70,0.1,a_Q_3,1.28608802122108
age_70,0.1,a_Q_4,1.29651319257872
age_70,0.1,a_Q_5,1.29950618310738
age_70,0.1,a_Q_6,1.28622023901272
age_70,0.1,a_Q_7,1.25380481474944
age_70,0.1,a_Q_8,1.20723175789809
age_70,0.1,a_Q_9,1.15626977397042
age_70,0.1,a_Q_10,1.11006710483413
age_70,0.1,a_Q_11,1.07389863233556
age_70,0.1,ih_Q_1,0.00848743832322986
age_70,0.1,ih_Q_2,0.00964732705427431
age_70,0.1,ih_Q_3,0.0116156922156526
age_70,0.1,ih_Q_4,0.0133510725982885
age_70,0.1,ih_Q_5,0.0160081650047551
age_70,0.1,ih_Q_6,0.0189176129570736
age_70,0.1,ih_Q_7,0.0225563276160726
age_70,0.1,ih_Q_8,0.0274918995156199
age_70,0.1,ih_Q_9,0.0339726024038176
age_70,0.1,ih_Q_10,0.0413629434666891
age_70,0.1,ih_Q_11,0.0524593809253704
age_70,0.1,ih_Q_12,0.0675763765156926
age_70,0.1,ih_Q_13,0.0877211599569685
age_70,0.1,ih_Q_14,0.112891100720102
age_70,0.1,ih_Q_15,0.12419405760584
age_70,0.1,ih_Q_16,0.13758745292662
age_70,0.1,ih_Q_17,0.153476458377333
age_70,0.1,L_Q,3.03617127675722
age_70,0.1,MPL_Q,0.411821233577862
age_70,0.1,penind_Q,0.268691685067948
age_70,0.1,pi_Q,0.3
age_70,0.1,Psc_Q,2.88956678915152
age_70,0.1,k_NQ_1,0
age_70,0.1,k_NQ_2,0.0765125193576802
age_70,0.1,k_NQ_3,0.154555845229151
age_70,0.1,k_NQ_4,0.234650134295203
age_70,0.1,k_NQ_5,0.316383504093517
age_70,0.1,k_NQ_6,0.397637842218321
age_70,0.1,k_NQ_7,0.474383479612208
age_70,0.1,k_NQ_8,0.54133028522484
age_70,0.1,k_NQ_9,0.593024421960871
age_70,0.1,k_NQ_10,0.624648741182966
age_70,0.1,k_NQ_11,0.68636256626947
age_70,0.1,k_NQ_12,0.734052459651973
age_70,0.1,k_NQ_13,0.705746300692541
age_70,0.1,k_NQ_14,0.649027334281182
age_70,0.1,k_NQ_15,0.55791691042928
age_70,0.1,k_NQ_16,0.425317138844138
age_70,0.1,k_NQ_17,0.242745768531494
age_70,0.1,c_NQ_1,0.119342976858726
age_70,0.1,c_NQ_2,0.133055937564251
age_70,0.1,c_NQ_3,0.147804946360088
age_70,0.1,c_NQ_4,0.163568338618041
age_70,0.1,c_NQ_5,0.180302934978744
age_70,0.1,c_NQ_6,0.197941507232132
age_70,0.1,c_NQ_7,0.216390952594396
age_70,0.1,c_NQ_8,0.235531506263492
age_70,0.1,c_NQ_9,0.255217111440883
age_70,0.1,c_NQ_10,0.275276281958062
age_70,0.1,c_NQ_11,0.295518555717859
age_70,0.1,c_NQ_12,0.315742223676009
age_70,0.1,c_NQ_13,0.335746117808762
age_70,0.1,c_NQ_14,0.355342480125714
age_70,0.1,c_NQ_15,0.37431941411223
age_70,0.1,c_NQ_16,0.392475879949536
age_70,0.1,c_NQ_17,0.409631779668749
age_70,0.1,lab_NQ_1,0.935287538153763
age_70,0.1,lab_NQ_2,0.928069372931443
age_70,0.1,lab_NQ_3,0.920742820993404
age_70,0.1,lab_NQ_4,0.913104214381423
age_70,0.1,lab_NQ_5,0.90466005994814
age_70,0.1,lab_NQ_6,0.894776826821163
age_70,0.1,lab_NQ_7,0.882957044622319
age_70,0.1,lab_NQ_8,0.869098612883492
age_70,0.1,lab_NQ_9,0.853621740695234
age_70,0.1,lab_NQ_10,1.16621571069089
age_70,0.1,lab_NQ_11,1.17429055895277
age_70,0.1,w_NQ_1,0.297101167119057
age_70,0.1,w_NQ_2,0.298247870178104
age_70,0.1,w_NQ_3,0.30168698254872
age_70,0.1,w_NQ_4,0.305698519739024
age_70,0.1,w_NQ_5,0.307589929981179
age_70,0.1,w_NQ_6,0.304882015004008
age_70,0.1,w_NQ_7,0.296772528051125
age_70,0.1,w_NQ_8,0.284647285877099
age_70,0.1,w_NQ_9,0.271234575989774
age_70,0.1,w_NQ_10,0.259092900929045
age_70,0.1,w_NQ_11,0.249678698721533
age_70,0.1,beta_NQ_2,0.989742332061977
age_70,0.1,beta_NQ_3,0.984346767167447
age_70,0.1,beta_NQ_4,0.978771844508144
age_70,0.1,beta_NQ_5,0.973019148239691
age_70,0.1,beta_NQ_6,0.967090620691292
age_70,0.1,beta_NQ_7,0.960991165453552
age_70,0.1,beta_NQ_8,0.954730776051208
age_70,0.1,beta_NQ_9,0.948325056613229
age_70,0.1,beta_NQ_10,0.941791060026408
age_70,0.1,beta_NQ_11,0.935168778344801
age_70,0.1,beta_NQ_12,0.928512848661147
age_70,0.1,beta_NQ_13,0.921899460845711
age_70,0.1,beta_NQ_14,0.915419692263757
age_70,0.1,beta_NQ_15,0.908989551483934
age_70,0.1,beta_NQ_16,0.902655401812522
age_70,0.1,beta_NQ_17,0.896472686308352
age_70,0.1,h_NQ_2,98.0964732705427
age_70,0.1,h_NQ_3,96.2507007272884
age_70,0.1,h_NQ_4,94.4591974387255
age_70,0.1,h_NQ_5,92.7300951399986
age_70,0.1,h_NQ_6,91.0646693667693
age_70,0.1,h_NQ_7,89.4689392555947
age_70,0.1,h_NQ_8,87.954479465639
age_70,0.1,h_NQ_9,86.5351159003644
age_70,0.1,h_NQ_10,85.2180430170239
age_70,0.1,h_NQ_11,84.0382759659372
age_70,0.1,h_NQ_12,83.0332742117753
age_70,0.1,h_NQ_13,82.2498203271095
age_70,0.1,h_NQ_14,81.7337349277683
age_70,0.1,h_NQ_15,81.3410008052714
age_70,0.1,h_NQ_16,81.0900553184321
age_70,0.1,h_NQ_17,81.0030187958368
age_70,0.1,lamda_NQ_1,22.0445644391321
age_70,0.1,lamda_NQ_2,18.7260178459372
age_70,0.1,lamda_NQ_3,15.9942312157321
age_70,0.1,lamda_NQ_4,13.7387733324094
age_70,0.1,lamda_NQ_5,11.8711454961334
age_70,0.1,lamda_NQ_6,10.3202807739415
age_70,0.1,lamda_NQ_7,9.02896925273002
age_70,0.1,lamda_NQ_8,7.95102846055442
age_70,0.1,lamda_NQ_9,7.04907511968603
age_70,0.1,lamda_NQ_10,6.2927956882675
age_70,0.1,lamda_NQ_11,5.65743651023681
age_70,0.1,lamda_NQ_12,5.12268707527784
age_70,0.1,lamda_NQ_13,4.67175783591931
age_70,0.1,lamda_NQ_14,4.29068002452759
age_70,0.1,lamda_NQ_15,3.96856313311015
age_70,0.1,lamda_NQ_16,3.6963864065514
age_70,0.1,lamda_NQ_17,3.46662096184843
age_70,0.1,pen_NQ_12,0.122306722787709
age_70,0.1,pen_NQ_13,0.122306722787709
age_70,0.1,pen_NQ_14,0.122306722787709
age_70,0.1,pen_NQ_15,0.122306722787709
age_70,0.1,pen_NQ_16,0.122306722787709
age_70,0.1,pen_NQ_17,0.122306722787709
age_70,0.1,P_NQ_1,0.7
age_70,0.1,P_NQ_2,0.692819632443384
age_70,0.1,P_NQ_3,0.681974765425784
age_70,0.1,P_NQ_4,0.667497699063803
age_70,0.1,P_NQ_5,0.649488042595015
age_70,0.1,P_NQ_6,0.628113794244785
age_70,0.1,P_NQ_7,0.603611807168748
age_70,0.1,P_NQ_8,0.576286769091891
age_70,0.1,P_NQ_9,0.546507182924523
age_70,0.1,P_NQ_10,0.514695579118532
age_70,0.1,P_NQ_11,0.481327235943748
age_70,0.1,P_NQ_12,0.446918522984325
age_70,0.1,P_NQ_13,0.412013945381211
age_70,0.1,P_NQ_14,0.377165679089245
age_70,0.1,P_NQ_15,0.342839661470466
age_70,0.1,P_NQ_16,0.309466072381892
age_70,0.1,P_NQ_17,0.27742788122949
age_70,0.1,welf_NQ_1,-20.2362031096747
age_70,0.1,welf_NQ_2,-18.2908227752748
age_70,0.1,welf_NQ_3,-16.4972417504414
age_70,0.1,welf_NQ_4,-14.8388057184704
age_70,0.1,welf_NQ_5,-13.3004580235747
age_70,0.1,welf_NQ_6,-11.8688774632762
age_70,0.1,welf_NQ_7,-10.5319770516809
age_70,0.1,welf_NQ_8,-9.27782453639274
age_70,0.1,welf_NQ_9,-8.09344805967921
age_70,0.1,welf_NQ_10,-6.96401137846432
age_70,0.1,welf_NQ_11,-6.12504496672922
age_70,0.1,welf_NQ_12,-5.32229578999259
age_70,0.1,welf_NQ_13,-4.50601123004095
age_70,0.1,welf_NQ_14,-3.68780340642032
age_70,0.1,welf_NQ_15,-2.85025923146147
age_70,0.1,welf_NQ_16,-1.97311706501559
age_70,0.1,welf_NQ_17,-1.03249662118465
age_70,0.1,a_NQ_1,1.0605059836349
age_70,0.1,a_NQ_2,1.0645991532019
age_70,0.1,a_NQ_3,1.0768751037907
age_70,0.1,a_NQ_4,1.09119433126175
age_70,0.1,a_NQ_5,1.09794574156002
age_70,0.1,a_NQ_6,1.08827980835513
age_70,0.1,a_NQ_7,1.05933290275683
age_70,0.1,a_NQ_8,1.01605171337859
age_70,0.1,a_NQ_9,0.968174893404443
age_70,0.1,a_NQ_10,0.924835046650852
age_70,0.1,a_NQ_11,0.89123094516237
age_70,0.1,ih_NQ_1,0.00848743832322986
age_70,0.1,ih_NQ_2,0.00964732705427431
age_70,0.1,ih_NQ_3,0.0116156922156526
age_70,0.1,ih_NQ_4,0.0133510725982885
age_70,0.1,ih_NQ_5,0.0160081650047551
age_70,0.1,ih_NQ_6,0.0189176129570736
age_70,0.1,ih_NQ_7,0.0225563276160726
age_70,0.1,ih_NQ_8,0.0274918995156199
age_70,0.1,ih_NQ_9,0.0339726024038176
age_70,0.1,ih_NQ_10,0.0413629434666891
age_70,0.1,ih_NQ_11,0.0524593809253704
age_70,0.1,ih_NQ_12,0.0675763765156926
age_70,0.1,ih_NQ_13,0.0877211599569685
age_70,0.1,ih_NQ_14,0.112891100720102
age_70,0.1,ih_NQ_15,0.12419405760584
age_70,0.1,ih_NQ_16,0.13758745292662
age_70,0.1,ih_NQ_17,0.153476458377333
age_70,0.1,L_NQ,6.56086752138071
age_70,0.1,MPL_NQ,0.280150392080523
age_70,0.1,penind_NQ,0.173018889878896
age_70,0.1,pi_NQ,0.7
age_70,0.1,Psc_NQ,6.74232250802021
age_70,0.1,y,4.41198487007287
age_70,0.1,c,3.25575606852869
age_70,0.1,I,0.0788138405121354
age_70,0.1,Ih,0.547086123889035
age_70,0.1,g,0.441198487007287
age_70,0.1,r,0.315878940150889
age_70,0.1,kbar,3.94069202560676
age_70,0.1,nbar,4.63084643989578
age_70,0.1,Ptot,12.7259346722241
age_70,0.1,Pret,3.09404537505233
age_70,0.1,Tw,1.12031404794511
age_70,0.1,Deped,0.0891303501357171
age_70,0.1,rd,0.315878940150889
age_70,0.1,H,92.0121968657322
age_70,0.1,R,0.335878940150889
age_70,0.1,beq,0.0307474126317709
age_70,0.1,Tc,0.326486880385392
age_70,0.1,Tk,0.472082381097797
age_70,0.1,penbase,2.46579676510514
age_70,0.1,retire,0.441198487007287
age_70,0.1,Def,-0.418095931416113
age_70,0.1,D,1.32359546102186
age_70,0.1,lambc,2.8108160915603
age_70,0.1,Retirepart,29.3978010124033
age_70,0.1,Edpart,4.75112471981323
age_70,0.1,Gpart,29.3978010124033
age_70,0.1,Ihpart,36.4532732553801
age_70,0.1,Defratio,-0.0947636820452668
age_70,0.1,Dratio,0.3
age_70,0.1,Gratio,0.1
age_70,0.1,Ihratio,0.124
age_70,0.1,Penratio,0.1
age_70,0.1,Edratio,0.0161614969698199
age_70,0.1,Tkratio,0.107
age_70,0.1,Tcratio,0.074
age_70,0.1,Twratio,0.253925179015087
age_70,0.1,rhop,0.706898089990734
age_70,0.1,tauw,0.362750255735838
age_70,0.1,tauk,0.283894854766102
age_70,0.1,tauc,0.100279896132678
age_70,0.1,v,0.8
age_70,0.1,A,1
age_70,0.1,tauf,0
age_70,0.1,xpop,1
age_70,0.1,h_Q_1,100
age_70,0.1,mig_Q_2,0
age_70,0.1,med_Q_2,0
age_70,0.1,pi_ss,0
age_70,0.1,mig_Q_3,0
age_70,0.1,med_Q_3,0
age_70,0.1,mig_Q_4,0
age_70,0.1,med_Q_4,0
age_70,0.1,mig_Q_5,0
age_70,0.1,med_Q_5,0
age_70,0.1,mig_Q_6,0
age_70,0.1,med_Q_6,0
age_70,0.1,mig_Q_7,0
age_70,0.1,med_Q_7,0
age_70,0.1,mig_Q_8,0
age_70,0.1,med_Q_8,0
age_70,0.1,mig_Q_9,0
age_70,0.1,med_Q_9,0
age_70,0.1,mig_Q_10,0
age_70,0.1,med_Q_10,0
age_70,0.1,mig_Q_11,0
age_70,0.1,med_Q_11,0
age_70,0.1,mig_Q_12,0
age_70,0.1,med_Q_12,0
age_70,0.1,mig_Q_13,0
age_70,0.1,med_Q_13,0
age_70,0.1,mig_Q_14,0
age_70,0.1,med_Q_14,0
age_70,0.1,mig_Q_15,0
age_70,0.1,med_Q_15,0
age_70,0.1,mig_Q_16,0
age_70,0.1,med_Q_16,0
age_70,0.1,mig_Q_17,0
age_70,0.1,med_Q_17,0
age_70,0.1,h_NQ_1,100
age_70,0.1,mig_NQ_2,0
age_70,0.1,med_NQ_2,0
age_70,0.1,mig_NQ_3,0
age_70,0.1,med_NQ_3,0
age_70,0.1,mig_NQ_4,0
age_70,0.1,med_NQ_4,0
age_70,0.1,mig_NQ_5,0
age_70,0.1,med_NQ_5,0
age_70,0.1,mig_NQ_6,0
age_70,0.1,med_NQ_6,0
age_70,0.1,mig_NQ_7,0
age_70,0.1,med_NQ_7,0
age_70,0.1,mig_NQ_8,0
age_70,0.1,med_NQ_8,0
age_70,0.1,mig_NQ_9,0
age_70,0.1,med_NQ_9,0
age_70,0.1,mig_NQ_10,0
age_70,0.1,med_NQ_10,0
age_70,0.1,mig_NQ_11,0
age_70,0.1,med_NQ_11,0
age_70,0.1,mig_NQ_12,0
age_70,0.1,med_NQ_12,0
age_70,0.1,mig_NQ_13,0
age_70,0.1,med_NQ_13,0
age_70,0.1,mig_NQ_14,0
age_70,0.1,med_NQ_14,0
age_70,0.1,mig_NQ_15,0
age_70,0.1,med_NQ_15,0
age_70,0.1,mig_NQ_16,0
age_70,0.1,med_NQ_16,0
age_70,0.1,mig_NQ_17,0
